audio,text
wavs/150_trim.wav,นับ ทัง เสีย หย้า ข้า ฮุ่น หด น้ำ ใน เว ลา ต้น ไม้ บ่อ ทัน ใหย่ โดย สะ เพาะ ละ ดู แล้ง เพาะ ญ้าน ต้น ไม้ ตาย แดด
wavs/151_trim.wav,นี้ แม่น มาด ตะ กาน ทัง เป็น วิ ที กาน เพื่อ เฮ็ด ให้ ต้น ไม้ ที่ เฮา ลง มือ ปูก ไป แล้ว บ่อ ให้ มัน
wavs/152_trim_01.wav,สูน หาย หลือ ตาย ไป ย้อน ขาด กาน เอา ใจ ใส่ ดู แล
wavs/153_trim.wav,ใน หลาย ปี ผ่าน มา กาน ปูก ต้น ไม้ อยู่ ส ป ป ลาว พวก เฮา เห็น ว่า เป็น ขะ บวน ฟด ฟื้น พอ สม ควน
wavs/154_trim.wav,เสีย แต่ ว่า บาด ปูก ไป แล้ว ส่วน หลาย ขาด กาน เอา ใจ ใส่ ดู แล
wavs/155_trim.wav,จึ่ง เฮ็ด ให้ ต้น ไม้ สูน หาย ตาย ดับ เป็น จำ นวน บ่อ หน้อย
wavs/156_trim_01.wav,ยิ่ง ไป กว่า นั้น ยัง พา กัน ตัด หลาย กว่า กาน ปูก จึ่ง เฮ็ด ให้ ต้น ไม้ ใน ผืน ป่า นับ มื้อ กุด เหี้ยน สูน หาย ไป เลื้อยๆ
wavs/157_trim.wav,จาก ข้อ มูน ของ กะ ซวง กะ สิ กำ และ ป่า ไม้ ใน ปี หนึ่ง พัน เก้า ฮ้อย สี่ สิบ
wavs/158_trim.wav,กาน ปก หุ้ม ป่า ไม้ ใน ทั่ว ปะ เทด มี ปะ มาน เจ็ด สิบ เปอ เซ็น ของ เนื้อ ที่ ใน ทั่ว ปะ เทด
wavs/159_trim_01.wav,มา ฮอด ปี สอง พัน สิบ แปด เหลือ เพียง สี่ สิบ เปอ เซ็น และ ค่อยๆ หลุด ลง ใน แต่ ละ ปี
wavs/160_trim.wav,ใน กอง ปะ ซุม สะ พา แห่ง ซาด ว่า ด้วย แผน แม่ บด จัด สัน ที่ ดิน แห่ง ซาด ฮอด ปี สอง พัน สาม สิบ
wavs/161_trim.wav,ต้อง สู้ ซน ให้ มี ป่า ปก หุ้ม เจ็ด สิบ เปอ เซ็น ของ เนื้อ ที่ ทัง หมด ทั่ว ปะ เทด
wavs/162_trim.wav,ใน นี้ ปะ กอบ ด้วย ป่า สะ หงวน สี่ จุด เจ็ด ล้าน เฮ็ก ต้า ป่า ป้อง กัน แปด จุด สอง ล้าน เฮ็ก ต้า
wavs/163_trim_01.wav,ป่า ผะ ลิด สาม จุด หนึ่ง ล้าน เฮ็ก ต้า และ พื้น ที่ ป่า ปูก ห้า แสน เฮ็ก ต้า
wavs/164_trim_01.wav,แต่ ตัว จิง จะ ได้ หลือ บ่อ นั้น มัน กอ ขึ้น กับ ทุก คน
wavs/165_trim.wav,เพาะ ผ่าน มา เห็น ว่า กาน ตัด ไม้ ทำ ลาย ป่า แม่น หลาย กว่า กาน ปูก ไม้ ให้ เป็น ป่า
wavs/166_trim_01.wav,สำ ลับ ปี นี้ ขะ บวน กาน ปูก ต้น ไม้ เห็น ว่า ฟด ฟื้น พอ สม ควน
wavs/167_trim_01.wav,โดย สะ เพาะ มี กาน นำ สูง สุด ของ ปะ เทด ได้ เป็น แบบ อย่าง นำ พา
wavs/168_trim_01.wav,ดั่ง ใน วัน ที หนึ่ง มิ ถุ นา ผ่าน มา ท่าน ปะ ทาน ปะ เทด ทอง ลุน สี สุ ลิด
wavs/169_trim_01.wav,ท่าน นา ยก ลัด ถะ มน ตี สอน ไซ สี พัน ดอน และ บัน ดา ท่าน กาน นำ ผู้ อื่นๆ
wavs/170_trim_01.wav,นับ แต่ ขั้น สูน กาง ลง ฮอด ท้อง ถิ่น บัน ดา กม กอง กะ ซวง ขะ แหนง กาน ต่างๆ
wavs/171_trim.wav,ใน ทุก เมือง เขด แขวง ต่าง กอ ได้ ส้าง ขะ บวน กาน ปูก ต้น ไม้ อย่าง เป็น ขะ บวน และ มี ความ หมาย
wavs/172_trim_01.wav,อย่าง ใด กอ ดี สิ่ง ที่ ควน คำ นึง เถิง นั้น เมื่อ ปูก ไป แล้ว ต้อง แบ่ง ความ ฮับ ผิด ซอบ ให้ แต่ ละ พาก ส่วน
wavs/173_trim_01.wav,อย่าง ขาด ตัว เพื่อ ปก ปัก ฮัก สา ให้ มัม ใหย่ จน กาย เป็น ป่า ตึบ ดง หนา
wavs/174_trim.wav,ญ่า สัน หา แต่ พา กัน ตัด ทำ ลาย สุด ท้าย โทด ของ กาน ตัด ไม้ ทำ ลาย ป่า จะ มา ญาม บ่อ ไว กอ ซ้า
wavs/175_trim.wav,เซ่น เกิด พา ยุ ขาด ฝน แห้ง แล้ง เกิด ไพ พิ บัด เกิด โล คา พะ ยาด ต่างๆ นา นา นั้น แล
wavs/176_trim_01.wav,กาน ฮัก สา ความ สะ อาด พาย ใน สำ นัก งาน งาน อง กาน บอ ลิ สัด ห้าง ฮ้าน ตะ หลอด ฮอด ทัง เฮือน ซาน บ้าน ซ่อง
wavs/177_trim_01.wav,ของ ปะ ซา ซน แต่ ละ คุ้ม บ้าน นั้น แม่น มี ความ สำ คัน หลาย นอก จาก เป็น กาน ฮัก สา สะ พาบ แวด ล้อม ที่ ดี แล้ว
wavs/178_trim.wav,ยัง เป็น กาน ฮัก สา อะ นา ไม ให้ ห่าง จาก พะ ยาด โล คา นำ อีก
wavs/179_trim.wav,ผ่าน มา ทุก พาก ส่วน ใน สัง คม เป็น เจ้า กาน จัด ตั้ง ปะ ติ บัด ได้ ดี ตะ หลอด มา
wavs/180_trim.wav,กาน เก็บ เมี้ยน ขี้ เหยื้อ อยู่ ใน ตัว เมือง สัง เกด เห็น ว่า ปะ ติ บัด ได้ ดี
wavs/181_trim.wav,เพาะ มี พาก ส่วน เกี่ยว ข้อง โดย สะ เพาะ แม่น อง กาน พัด ทะ นา ตัว เมือง
wavs/182_trim.wav,และ ผู้ ปะ กอบ กาน ทุ ละ กิด บอ ลิ กาน ได้ นำ ใช้ พา หะ นะ เถิง ว่า บ่อ ทัน สะ ไหม ปาน ใด
wavs/183_trim.wav,แต่ กอ เป็น เงื่อน ไข ที่ ดี ใน กาน เก็บ เมี้ยน ขี้ เหยื้อ ได้ ว่อง ไว แล้ว เอา ไป ถิ้ม ถืก บ่อน ถืก ที่ เฮ็ด ให้ ขี้ เหยื้อ
wavs/184_trim_01.wav,หลือ สิ่ง เสด เหลือ จาก กาน นำ ใช้ ของ สัง คม บ่อ ฮก เฮื้อ ตาม อา คาน บ้าน เฮือน
wavs/185_trim.wav,ปัด จุ บัน แม่น อยู่ ใน ไล ยะ ละ ดู ฝน กาน เก็บ เมี้ยน ขี้ เหยื้อ ของ พาก ส่วน เกี่ยว ข้อง กออาด ซัก ซ้า บ่อ ตง โมง บ่อ ตง มื้อ แด่
wavs/186_trim.wav,กอ หาก มี เป็น บาง คั้ง คาว ย้อน สะ พาบ ฝน ตก พา หะ นะ เป่ เพ หลือาด เป็น ย้อน กาน ส้าง ขี้ เหยื้อ จาก สัง คม หลาย ขึ้น กอ เป็น ได้
wavs/187_trim.wav,แต่ สิ่ง ที่ ญาก เว้า เถิง นี้ แม่น กาน นำ เอา ขี้ เหยื้อ และ สิ่ง เสด เหลือ จาก คัว เฮือน ห้อง กาน สำ นัก งาน ออก มา ปะ ไว้ ข้าง นอก
wavs/188_trim_01.wav,เพื่อ ลอ ถ้า ให้ ลด เก็บ เมี้ยน ขี้ เหยื้อ มา ขน เอา ไป ถิ้ม เห็น หลาย คน ยัง ปะ ติ บัด บ่อ ทัน ได้ ดี เท่า ที่ ควน
wavs/189_trim_01.wav,ซึ่ง เห็น ได้ จาก เจ้า ของ เฮือน บาง คน ยัง บ่อ ทัน สา มาด แยก สิ่ง เสด เหลือ นั้น ออก อย่าง ละ เอียด ยัง ถิ้ม สับ ปน คน เล ใส่ นำ กัน
wavs/190_trim.wav,ทัง เป็น ขี้ เหยื้อ มี น้ำ ขัง อัน ก่อ ให้ เกิด น้ำ เน่า เหม็น บาง พาก ส่วน พัด นำ เอา ออก มา ปะ ไว้
wavs/191_trim_01.wav,ก่อน กำ นด ที่ ลด เก็บ เมี้ยน จะ มา เถิง เป็น เว ลา หลาย มื้อ โดย ที่ บ่อ เมี้ยน มัด อัด ให้ ละ เอียด ถี่ ถ้วน
wavs/192_trim_01.wav,เว ลา ฝน ตก ลง มา กอ จะ เฮ็ด ให้ น้ำ ขัง อยู่ ขี้ เหยื้อ ส้าง กิ่น เหม็น ให้ สัง คม บอ ลิ เวน ใก้ล เคียง
wavs/193_trim.wav,ทัง ส้าง ความ หยุ้ง ยาก เปอะ เปื้อน กว่า ที่ ควน ให้ พะ นัก งาน เก็บ เมี้ยน ขี้ เหยื้อ
wavs/194_trim_01.wav,เหตุ กาน เซ่น นี้ มี ให้ เห็น อย่าง หลวง หลาย โดย ที่ เจ้า ของ ถง ขี้ เหยื้อ ขาด ความ ฮับ ผิด ฮับ ซอบ อย่าง จิง จัง
wavs/195_trim_01.wav,ได้ นำ เอา ถง ขี้ เหยื้อ มา ปะ ไว้ ก่อน กำ นด หลาย วัน โดย บ่อ ฮับ ปะ กัน เมื่อ น้ำ ฝน ฮำ ใส่ เฮ็ด ให้ ขี้ เหยื้อ เน่า เปื่อีย
wavs/196_trim.wav,ยิ่ง ไป กว่า นั้น พัด มี สัด ไป กัด ไป แห้น เฮ็ด ให้ ถง ขาด ขี้ เหยื้อ ฟ้ง กะ จาย ไป ทั่ว บอ ลิ เวน ส้าง ความ ลำ คาน
wavs/197_trim.wav,ส่ง กิ่น เหม็น กาย เป็น มน ละ พิด ทาง อา กาด และ มี ผน สะ ท้อน เถิง ละ บบ ทาง เดีน หาย ใจ ของ คน อยู่ ขง เขด นั้น
wavs/198_trim.wav,ส่วน ลด ที่ เอี้น ง่ายๆ สั้นๆ ว่า ลด อะ นา ไม กอ เซ่น เดียว กัน มี บาง คั้ง กอ สวย โอ กาด บ่อ มา เก็บ เมี้ยน ตาม กำ นด
wavs/199_trim_01.wav,ปะ ไว้ หลาย มื้อ จึ่ง มา บาด เดียว แต่ เมื่อ มา แล้ว พัด เก็บ ไป บ่อ หมด ปะ ให้ ส่ง กิ่น เน่า เหม็น อยู่ ต่อ ไป จน ฮอด ฮอบ เวียน ใหม่ จึ่ง มา แนว นี้ กอ หาก มี
wavs/200_trim_01.wav,เจ้า ถิ้ม ใส่ ข้อย ข้อย ถิ้ม ใส่ เจ้า โดย ที่ ต่าง ฝ่าย ต่าง กอ บ่อ สา มาด เว้า ว่า หยัง ให้ กัน ได้ เลย
wavs/201_trim_01.wav,นี้ มัน บ่อ ต่าง หยัง กับ กาน เพี่ม ความ เปอะ เปื้อน ให้ สัง คม ตื่ม อีก
wavs/202_trim.wav,เถิง จะ เป็น ยาม ฝน กอ ตาม กาน กำ จัด และ เก็บ เมี้ยน ขี้ เหยื้อ ให้ ถืก ที่ ถืก ทาง มัน กอ ยัง เป็น ความ ฮับ ผิด ซอบ ของ ทุก พาก ส่วน
wavs/203_trim.wav,ต้น ตอ แม่น คอบ คัว ปะ ซา ซน ผู้ ส้าง ขี้ เหยื้อ นั้น ละ ต้อง เป็น เจ้า กาน ใน กาน เก็บ เมี้ยน
wavs/204_trim.wav,บ่อ แม่น จะ เอื่อีย อีง ใส่ แต่ เจ้า หน้า ที่ ที่ มา เก็บ เมี้ยน เพียง ฝ่าย เดียว
wavs/205_trim.wav,และ ฝ่าย ผู้ บอ ลิ กาน เก็บ เมี้ยน ขี้ เหยื่อ กอ เซ่น เดียว กัน ใน เมื่อ เฮ็ด หน้า ที่ บอ ลิ กาน กอ ต้อง เพี่ม ความ ฮับ ผิด ฮับ ซอบ ให้ หลาย ขึ้น กว่า เก่า
wavs/206_trim.wav,ทุก คน ทุก ฝ่าย ต้อง ฮ่วม แฮง สา มัก คี กัน เป็น น้ำ หนึ่ง ใจ เดียว กัน เพื่อ อะ นา คด ที่ สด ใส มีอา กาด ปอด โป่ง
wavs/207_trim.wav,ปะ ซา ซน มี สุ ขะ พาบ แขง แฮง ด้วย กาน กำ จัด ขี้ เหยื้อ ให้ ถืก ทิ่ ถืก บ่อน พ้อม กัน ฮัก สา สิ่ง แวด ล้อม ที่ ดี ให้ สม กับ คำ ที่ ว่า คน มี มา ละ ยาด ดี บ่อ ควน ถิ้ม ขี้ เหยื้อ ซะ ซาย
wavs/208_trim.wav,มา ฮอด เดียว นี้ กาน สอบ เส็ง ของ นัก เฮียน สาย สา มัน โดย สะ เพาะ แม่น กาน สอบ เส็ง จบ ซั้น ปอ ห้า
wavs/209_trim.wav,ใน ขอบ เขด ทั่ว ปะ เทด ปะ จำ สก เฮียน สอง พัน ซาว สอง หา สอง พัน ซาว สาม ได้ สำ เล็ด เป็น ที่ เฮียบ ฮ้อย แล้ว
wavs/210_trim_01.wav,เถิง แม่น ผน กาน สอบ เส็ง ยัง บ่อ ทัน มี กาน แจ้ง เป็น ทาง กาน เทื่อ ก่อ ตาม แต่ เซื่อ ว่า คง จะ ได้ ฮับ ตาม ละ ดับ คาด หมาย แต่ เก้า สิบ เปอ เซ็น ขึ้น ไป
wavs/211_trim.wav,สิ่ง ที่ ควน เอา ใจ ใส่ ใน เว ลา นี้ แม่น กาน กะ เกียม ทุก เงื่อน ไข ให้ เพียบ พ้อม เพื่อ ลง สู่ สะ หนาม ฮบ ใหม่
wavs/212_trim_01.wav,สะ หนาม ฮบ ทาง ด้าน วัด ทะ นะ ทำ ของ นัก เฮียน สาย สา มัน ก่อ แม่น กาน สอบ เส็ง เลื่อน ซั้น และ จบ ซั้น
wavs/213_trim.wav,โดย สะ เพาะ แม่น กาน เส็ง จบ ซั้น มัด ทะ ยม ตอน ต้น มอ สี่ เพื่อ ก้าว เข้า สู่ กาน เฮียน ใน ซั้น มัด ทะ ยม ตอน ปาย
wavs/214_trim.wav,และ จาก มัด ทะ ยม ตอน ปาย เพื่อ ก้าว เข้า สู่ วิ ทะ ยา ไล มะ หา วิ ทะ ยา ไล โฮง เฮียน เต็ก นิก วิ ซา ซีบ หลือ อื่นๆ ใน ขั้น ต่อ ไป
wavs/215_trim_01.wav,ซึ่ง กาน สอบ เส็ง จบ ซั้น มัด ทะ ยม ตอน ต้น จะ ดำ เนีน ไป ใน วัน ที สิบ สี่ หา สิบ หก และ เส็ง จบ ซั้น มัด ทะ ยม ตอน ปาย มอ เจ็ด จะ ดำ เนีน ไป ใน วัน ที ซาว เอ็ด หา ซาว สาม เดือน มิ ถุ นา นี้
wavs/216_trim.wav,เพื่อ ให้ กาน สู้ ฮบ ใน บั้น ฮบ นี้ มี ไซ ซะ นะ และ สำ เล็ด ตาม คาด หมาย นั้น
wavs/217_trim.wav,มัน บ่อ แม่น เลื่อง ง่าย ดาย ดั่ง คำ เว้า ที่ ว่า ปอก ก้วย เข้า ปาก ญาก มี ไซ ซะ นะ ญาก สำ เล็ด ตาม คาด หมาย นั้น
wavs/218_trim.wav,มัน ได้ เล่ง ให้ ทุก พาก ส่วน ที่ เกี่ยว ข้อง เป็น ต้น แม่น คูอา จาน ผู้ สิด สอน ถ่าย ทอด ความ ฮู้ ให้ นัก เฮียน นั้น ต้อง เป็น เจ้า กาน
wavs/219_trim.wav,ใน กาน ถ่าย ทอด วิ ทะ ยา ยุด ความ ฮู้ ความ สา มาด ให้ สำ เล็ด ตาม หลัก สูด ตำ ลา เฮียน
wavs/220_trim.wav,จัด ตั้ง กาน ค้น คว้า แลก เปี่ยน บด เฮียน ละ หว่าง นัก เฮียน เก่ง กับ นัก เฮียน ที่ เฮียน อ่อน หลือ นัก เฮียน กับ คูอา จาน
wavs/221_trim.wav,เล่ง กาน บำ ลุง ให้ นัก เฮียน ที่ เฮียน อ่อน ส่วน พ่อ แม่ ผู้ ปก คอง กอ ต้อง หมั่น สึก สา อบ ฮม และ เป็น กำ ลัง ใจ ให้ ลูก หลาน ใน กาน สู้ ซน จัด ตั้ง ค้น คว้า บด เฮียน
wavs/222_trim.wav,พ้อม ทัง เฝ้า ติด ตาม กาน ปะ พึด ปะ ติ บัด ของ ลูก หลาน ให้ ปะ ติ บัด ตน ไป ใน ทาง ที่ ถืก ต้อง ตาม ละ เบียบ กด หมาย บ้าน เมือง
wavs/223_trim.wav,แต่ ว่า ผู้ ที่ จะ มา พิ พาก สา ตัด สิน ไซ ซะ นะ ใน บั้น ฮบ อัน ดุ เดือด นี้ กอ แม่น ตัว ของ นัก เฮียน นัก สึก สา นั้น ละ
wavs/224_trim.wav,ที่ ต้อง เป็น เจ้า ตน เอง ใน กาน สึก สา ค้น คว้า บด เฮียน ที่ เฮียน มา ย้อน ว่า ตน เอง จะ เข้า ใจ ดีก ว่า คน อื่น บด เฮียน ใด
wavs/225_trim.wav,วิ ซา ใด บ่อ เข้า ใจ ต้อง ก้า ถาม ก้า แลก เปี่ยน คำ คิด เห็น นำ หมู่ ผู้ ฮู้ และ คูอา จาน
wavs/226_trim.wav,ส่วน หมู่ ผู้ ฮู้ กอ ควน ซ่วย เหลือ กัน ด้วย ความ จิง ใจ ญ่า เอา ตัว ลอด เป็น ยอด ดี
wavs/227_trim.wav,ควน เปิด ตัว เอง ให้ กว้าง ขื้น บ่อ ควน เอา ตน เอง เข้า ไป เกือก กั้ว มั่ว สุม กับ สิ่ง อะ บาย ยะ มุก ต่างๆ เป็น ต้น แม่น กาน หลี้น กิน ฟุม เฟือีย
wavs/228_trim.wav,เฮ ฮา ปา ตี่ ตาม เท็ก ตาม บา เข้า หา หมู่ เหล้า เบ้ีย เจ้ีย ไพ้ ญา เสบ ติด
wavs/229_trim.wav,เพาะ มัน บ่อ ได้ ซ่วย ให้ มี ความ สำ เล็ด ดอก มี แต่ จะ นำ พา ไป สู่ ความ หาย ยา นะ เท่า นั้น
wavs/230_trim.wav,ญ่า ลืม ว่า สก เฮียน สอง พัน ซาว สอง หา สอง พัน ซาว สาม นี้ เป็น อีก สก เฮียน หนึ่ง ที่ พ่อ แม่ ผู้ ปก คอง ได้ อาบ เหื่อ ตาง น้ำ
wavs/231_trim.wav,ขูด หัว เลา เกา หัว หย้า หา วัด ถุ เงิน คำ บ่อ จัก ว่า เท่า ใด เป้า หมาย ก่อ เพื่อ ส่ง เสริม ให้ ลูก หลาน ได้ สึก สา ฮ่ำ เฮียน เหนือน ดั่ง คน อื่น
wavs/232_trim.wav,ญาก ให้ ลูก หลาน เป็น คน ดี ของ คอบ คัว พน ละ เมือง ดี ของ ปะ เทด กาย เป็น บุก คะ ลา กอน ที่ เต็ม ไป ด้วย ความ ฮู้ ความ สา มาด
wavs/233_trim.wav,เพื่อ พัด ทะ นา ปะ เทด ซาด ให้ จะ เลีน ก้าว หน้า ต่อ ไป ดั่ง นั้น จ่ง เอา ใจ ใส่ กะ เกียม ให้ ดี และ สอบ เส็ง ให้ ได้ ตาม คาด หมาย
wavs/234_trim.wav,ถ้า บ่อ ดั่ง นั้น มัน จะ ตก เข้า ใส่ คำ เว้า ที่ ว่า เฮ็ด นา หมด ปี ไฟ ไหม้ เล้า เข้า
wavs/235_trim.wav,ใน เดือน พึด สะ พา ปี สอง พัน ซาว สาม นี้ ได้ เห็น กาน ลง ข่าว จาก บัน ดา สื่อ ว่า
wavs/236_trim.wav,มี ปะ ซา ซน หลาย คน ได้ เก็บ เห็ด จาก ป่า ใน บ่อน ที่ เคย เก็บ แต่ ละ ปี แล้ว นำ มา ปุง แต่ง เป็น อา หาน กิน พาย ใน คอบ คัว
wavs/237_trim.wav,เฮ็ด ให้ หลาย คน มีอา กาน เบื่อ เห็ด อยู่ บ้าน ดอน ไซ เมือง หลวง น้ำ ทา แขวง หลวง น้ำ ทา
wavs/238_trim.wav,จน นำ ไป สู่ กาน สูน เสีย ซี วิด เถิง สอง คน และ อีก ห้า คน ต้อง อยู่ พาย ใต้ กาน ติด ตาม ของ แพด อย่าง ใก้ล ซิด
wavs/239_trim.wav,เหตุ เกิด ขึ้น ใน วัน ที ซาว หก หา ซาว เจ็ด พึด สะ พา ผ่าน มา พาย หลัง ที่ เขา เจ้า ได้ เก็บ เห็ด ป่า
wavs/240_trim.wav,จาก บ่อน ที่ เคย เก็บ แต่ ละ ปี มา ปุง แต่ง เป็น อา หาน คาบ เข้า แลง ใน คอบ คัว
wavs/241_trim.wav,พาย หลัง ที่ กิน ไป แล้ว ปะ มาน สาม หา ห้า ซั่ว โมง แต่ ละ คน มีอา กาน เมา วิน หัว ฮาก และ ถอก ท้อง แต่ กอ พา กัน นอน หลับ
wavs/242_trim.wav,พอ ตื่น มา วัน ที ซาว แปด พึด สะ พา แต่ ละ คน มีอา กาน หนัก ขึ้น ซาว บ้าน และ ยาด พี่ น้อง จึ่ง นำ ส่ง โฮง หมอ แขวง
wavs/243_trim.wav,แต่อา กาน ฮุน แฮง หลาย จน มี ผู้ เสีย ซี วิด เถิง สอง คน
wavs/244_trim.wav,ส่วน อีก ห้า คน แม่น อยู่ พาย ใต้ กาน ติด ตาม ของ แพด อย่าง ใก้ล ซิด เพื่อ ซ่วย เหลือ ให้ พ้น ไพ อัน ตะ ลาย
wavs/245_trim.wav,นอก จาก นี้ แล้ว ผ่าน มา แต่ ละ ปี กอ มี ข่าว เกี่ยว กับ คน เจ็บ คน เสีย ซี วิด ย้อน เบื่อ เห็ด ป่า ที่ นำ มา ปุง แต่ง เป็น อา หาน
wavs/246_trim.wav,กิน พาย ใน คอบ คัว ย้อน แนว นั้น จึ่ง เห็น ได้ ว่า กาน เบื่อ เห็ด ป่า ส่วน หลาย แม่น คน ใน คอบ คัว เดียว กัน
wavs/247_trim.wav,หลาย เซ่น คน ผ่าน มา ย้อน ความ อุ ดม สม บูน ของ ทำ มะ ซาด ที่ คิด ว่า อาด จะ บ่อ บก แห้ง และ สูน พัน
wavs/248_trim.wav,เป็น จัก เทื่อ นั้น ปะ ซา ซน ลาว บัน ดา เผ่า โดย สะ เพาะ อยู่ เขด ซน นะ บด ได้ ดำ ลง ซี วิด ติด พัน กับ ทำ มะ ซาด ตะ หลอด มา
wavs/249_trim.wav,เพาะ ทำ มะ ซาด เหล่า นั้น เป็น บ่อน ให้ ที่ อยู่อา ไส ให้ ญา ปัว พะ ยาด ให้ อา กาด ที่ สด ใส ทัง ให้ อา หาน จาก ทำ มะ ซาด นาๆ ซะ นิด
wavs/250_trim.wav,ใน นั้น กอ ลวม ทัง บัน ดา เห็ด เป็น ต้น เห็ด ตาบ หลือ เห็ด ปวก เห็ด เผาะ เห็ด น้ำ หมาก เห็ด ละ โงก เห็ด ค้อน กอง
wavs/251_trim.wav,ซึ่ง เห็ด เหล่า นี้ เถิง จะ บ่อ แม่น อา หาน หลัก แต่ กอ เป็น ส่วน หนึ่ง ของ อา หาน หล่อ เลี้ยง คน ลาว มา แล้ว หลาย แสน หลาย ล้าน ซี วิด
wavs/252_trim.wav,กาน เบื่อ เห็ด นี้ กอ มี ทัง เบื่อ จาก เห็ด เบื่อ โดย กง และ จาก เห็ด ป่า ปน เปื้อน สาน เค มี ที่ ผู้ ปะ กอบ กาน นำ ใช้ เข้า สู่ กาน ผะ ลิด เกีน กำ นด
wavs/253_trim.wav,ต้อง ยอม ฮับ ความ เป็น จิง ว่า ปัด จุ บัน ปะ เทด ซาด พวม อยู่ ใน ไล ยะ พัด ทะ นา
wavs/254_trim.wav,พื้น ถาน ทาง ด้าน เสด ถะ กิด พวม เตีบ ใหย่ ขะ หยาย ตัว กาน บุก เบีก เนื้อ ที่ เพื่อ กาน กะ สิ กำ
wavs/255_trim.wav,ได้ ค่อยๆ กวม เอา เนื้อ ที่ ป่า ไม้ ทำ มะ ซาด ที่ เป็น แหล่ง สะ เบียง อา หาน ของ คน เฮา นับ มื้อ หน้อย ลง
